method,cost_mean,cost_sem,violation_rate_mean,violation_rate_sem,observed_risk_mean,observed_risk_sem,ece_mean,brier_mean,log_loss_mean,compute_ms_mean,compute_ms_sem,freezing_rate_mean,freezing_rate_sem,fallback_rate_mean,fallback_rate_sem,oracle_regret_mean,oracle_regret_sem,prediction_error_mean,prediction_error_sem
calibration_no_ccr,45.08444713987711,3.535748605080886,0.05359147025813692,0.012781982155157292,0.3148148148148148,0.0637960262540699,0.2694295330178182,0.17371567385926592,0.5325443992868151,8.374267667170455,0.09908462198621135,0.42049195660306765,0.04701224739706658,0.0,0.0,16.546392693807903,2.380710251631165,0.008817903718309554,0.000992237916767904
ccr_mpc,29.411315058701607,1.8559829107786616,0.004208754208754206,0.0027580476034233577,0.05555555555555555,0.031464006330825224,0.257508674346724,0.18211175897089152,0.5527126088305523,10.472836105358892,0.10496714020128688,0.12458847736625513,0.01268309723725753,0.0,0.0,0.8732606126323931,0.080576189274976,0.00954991940523376,0.0008520736024234566
ccr_no_calibration,28.858322871656856,1.8187571055589606,0.011223344556677884,0.004624292416415819,0.12962962962962962,0.04613879568230498,0.23021987506799668,0.22786756403491978,2.301843913409987,7.4295181565775845,0.0938836379160141,0.13936588103254768,0.012509055245886776,0.0,0.0,0.3202684255876403,0.04656325210481067,0.009835556863534704,0.0009037419579485807
chance_constrained_mpc,31.066921202746588,1.7635539962470748,0.06712495323606435,0.027060550070819245,0.2962962962962963,0.06272202843414919,0.07382613105526159,0.05503366041644709,0.41972678487584253,7.442631889218864,0.08795739953093103,0.2870931537598204,0.031259130230021005,0.0,0.0,2.528866756677373,1.1193963040445416,0.00928122099916876,0.0009711859093435511
conformal_decision_baseline,33.38948334940332,2.1212906708656383,0.048438084549195654,0.008683997827324416,0.48148148148148145,0.06863315999145615,0.18162866755293722,0.19235672821030084,0.5640531438807896,8.456073866253304,0.08910815126983081,0.3371118593340815,0.03411630311196778,0.0,0.0,4.851428903334102,1.0437656859353142,0.009145087183189167,0.0009764230678875537
conformal_prediction_mpc,29.670867376859032,1.8309912927276448,0.004208754208754206,0.0027580476034233577,0.05555555555555555,0.031464006330825224,0.2344972517911487,0.23714983298849907,0.7513351672941332,8.611916026757834,0.09860176308702358,0.19691358024691358,0.0306308768883621,0.0,0.0,1.1328129307898136,0.6487280762598289,0.009714513239023174,0.0009299412998146357
conformal_risk_non_ccr,28.548770972487507,1.8141915384662144,0.005050505050505046,0.0028603642118932007,0.07407407407407407,0.035973550457676445,0.25415691447857036,0.264016504164188,0.8379161794019254,8.502795843651834,0.10061470730613194,0.1564253647586981,0.017114463930400618,0.0,0.0,0.010716526418289922,0.019611894795547136,0.009301426651842906,0.0008091755766761234
cvar_ra_mppi,28.650272136968624,1.820616108267086,0.004208754208754206,0.0027580476034233577,0.05555555555555555,0.031464006330825224,0.20487232061354282,0.20487239235042007,2.8304231555111294,8.334866778870479,0.08305088880043651,0.1539188178077067,0.015004872243034664,0.0,0.0,0.11221769089940796,0.029789660110313237,0.009852793310555493,0.0008556557994505464
disagreement_only,33.32015489525472,2.177044144716796,0.036036288814066585,0.007097519121409883,0.3888888888888889,0.06696300316010248,0.15793373724100662,0.18845430752922313,0.5553587052440747,8.490649879542945,0.0825845311328353,0.3124205013093902,0.03433331325712659,0.0,0.0,4.782100449185505,1.065662164461365,0.008596826418075298,0.0010790070754562709
domain_randomized_mpc,28.961307787670428,1.8208095779001232,0.007295173961840624,0.00407953740885468,0.07407407407407407,0.03597355045767645,0.1489149285447063,0.14891477886370105,2.057338665375539,7.607065798833263,0.09110550830255568,0.19130190796857463,0.017900502682272387,0.0,0.0,0.4232533416012124,0.08891818582199024,0.010716657087048633,0.0009056159710828354
ensemble_uncertainty_penalty,40.4028848020013,2.7521944256337627,0.0062663673774784835,0.003058917996744521,0.09259259259259259,0.03981542423923756,0.2991707369627147,0.24532370016716165,2.299405209019069,7.570516424449117,0.09128941061808686,0.3858492330714553,0.034025895857003455,0.0,0.0,11.864830355932085,1.6155501660815168,0.009028212705256729,0.0008732235759431645
oracle_mpc,28.538054446069214,1.8175773566759739,0.006266367377478486,0.00339320004298192,0.07407407407407407,0.035973550457676445,1.0000000000018636e-06,1.0000000000181188e-12,1.000000500029089e-06,6.977641294989742,0.08167272610250992,0.153245417134306,0.015279557893764109,0.0,0.0,0.0,0.0,0.0,0.0
prediction_calibrated_penalty,28.965462411650858,1.81342528095281,0.03634493078937523,0.010598974010386302,0.25925925925925924,0.06019526336088895,0.20879942843773722,0.18250431443834667,0.5398473735891826,8.44341135065276,0.09451084491070301,0.10498503554059109,0.013656042226006864,0.0,0.0,0.42740796558164407,0.09953286437943823,0.009656715800426876,0.0009605808458449292
regret_only,38.91273879700338,2.746119749371258,0.004208754208754206,0.0027580476034233577,0.05555555555555555,0.031464006330825224,0.20187383910666018,0.18824681747458472,0.5601820729085922,8.475862735642004,0.10109983275602293,0.36315937149270483,0.04821605528094375,0.0,0.0,10.374684350934164,1.7912578827533976,0.007621594845312256,0.0008251946478208666
robust_mpc,28.685671685498487,1.8210179457974454,0.005050505050505046,0.0028603642118932007,0.07407407407407407,0.035973550457676445,0.06842814699107475,0.05192889682057423,0.5222339303662589,7.6428388630217,0.09588689805532423,0.14732510288065842,0.01283958615893234,0.0,0.0,0.14761723942927166,0.024843880207071876,0.010058737266804209,0.0009073855007366088
soda_like_fallback,56.81176370616373,3.7862710165379956,0.004208754208754206,0.0027580476034233577,0.05555555555555555,0.031464006330825224,0.48423471999044065,0.2799162122800214,0.804274901379613,8.406025104808332,0.10785411536177694,0.8888888888888888,0.03479783250221994,0.8333333333333334,0.0511912597361626,28.27370926009452,2.0278902477321332,0.007418574123494885,0.0009036465081458495
sysid_mpc,29.216723193611838,1.8572336601042583,0.007108118219229327,0.003467463766644103,0.09259259259259259,0.03981542423923756,0.13628475692921668,0.07027305837673993,0.22119565206929773,7.507820279785772,0.09304397419047604,0.16424429479985034,0.012647726708184856,0.0,0.0,0.6786687475426185,0.18990649874976895,0.0033952995326268645,0.00031090305113669467
vanilla_mppi,28.47440398943226,1.8165328198220494,0.011410400299289181,0.0046541055241525065,0.12962962962962962,0.04613879568230499,0.08273931277056273,0.04757111236935357,0.28802095537436817,7.4709923083375545,0.0884713509740005,0.14838196782641225,0.016342003791205765,0.0,0.0,-0.06365045663695369,0.027401966354607912,0.009960321709224488,0.0009627888505916671
violation_tail_only,49.88349975539512,3.4882214477425,0.004208754208754206,0.0027580476034233577,0.05555555555555555,0.031464006330825224,0.22657260554241979,0.1020542440982842,0.37333316065313915,8.62332017721002,0.10392484265826069,0.7515993265993266,0.049313828309280716,0.0,0.0,21.345445309325903,2.240618083302294,0.008731359011111843,0.0009083402268192179
